,Prob-level,harm-level,personal,ID,Date,cityName,countryCode,countryName,ipAddress,latitude,longitude,regionName,timeZone,zipCode
25683,A very serious problem,Now,Very concerned,4404,2015-12-15 10:56:03,Gaffney,US,United States,66.169.62.208,35.0718,-81.6498,South Carolina,-04:00,29340
25684,A not too serious problem,Never,Not at all concerned,4403,2015-12-15 10:41:14,Weehawken,US,United States,173.213.212.235,40.7696,-74.0204,New Jersey,-04:00,07086
25685,Not a problem,Not for many years,Not at all concerned,4401,2015-12-15 10:23:44,Norfolk,US,United States,128.82.15.118,36.8854,-76.3118,Virginia,-04:00,23529
25686,A very serious problem,Now,Very concerned,4400,2015-12-15 10:21:18,Stockholm,SE,Sweden,81.170.148.201,59.3326,18.0649,Stockholms Lan,+02:00,10234
25687,A not too serious problem,Not for many years,Not too concerned,4395,2015-12-15 09:38:46,Gilman City,US,United States,216.139.121.131,40.1471,-93.8461,Missouri,-05:00,64642
25688,Not a problem,Never,Not at all concerned,4394,2015-12-15 09:38:10,Appleton,US,United States,69.42.251.172,45.1969,-96.0198,Minnesota,-05:00,56208
25689,A not too serious problem,Not for many years,Not too concerned,4393,2015-12-15 09:36:49,Sherman,US,United States,72.169.81.48,45.8147,-68.3109,Maine,-04:00,04776
25690,A very serious problem,Now,Very concerned,4392,2015-12-15 09:35:56,Columbus,US,United States,206.37.250.199,39.9664,-83.0128,Ohio,-04:00,43218
25692,A very serious problem,Now,Very concerned,650,2015-12-10 11:01:58,Columbus,US,United States,206.37.250.199,39.9664,-83.0128,Ohio,-04:00,43218
25694,Not a problem,Never,Not at all concerned,4391,2015-12-15 09:30:19,New Baltimore,US,United States,98.209.133.221,42.6811,-82.7369,Michigan,-04:00,48047
25695,A somewhat serious problem,In the next few years,Not too concerned,4389,2015-12-15 09:25:45,Sioux Falls,US,United States,107.77.89.109,43.55,-96.7003,South Dakota,-05:00,57101
25696,Not a problem,Never,Not at all concerned,4388,2015-12-15 09:22:39,West Salem,US,United States,64.127.95.86,38.5211,-88.0089,Illinois,-05:00,62476
25697,A not too serious problem,Not for many years,Not at all concerned,4387,2015-12-15 09:11:48,Candler,US,United States,97.101.84.124,29.1651,-82.219,Florida,-04:00,32111
25698,A very serious problem,Now,Somewhat concerned,4386,2015-12-15 09:04:28,Mixco,GT,Guatemala,186.151.62.10,14.6333,-90.6064,Guatemala,-06:00,01057
25699,A very serious problem,Now,Somewhat concerned,4385,2015-12-15 08:39:09,Renton,US,United States,24.19.203.102,47.4829,-122.21700000000001,Washington,-07:00,98055
25700,A somewhat serious problem,Not for many years,Not too concerned,4384,2015-12-15 08:27:07,Nuremberg,DE,Germany,62.159.214.83,49.4478,11.0683,Bayern,+02:00,90455
25701,A somewhat serious problem,Now,Somewhat concerned,4383,2015-12-15 08:21:55,Milan,IT,Italy,93.44.89.142,45.4643,9.18951,Lombardia,+02:00,20155
25702,A very serious problem,Now,Somewhat concerned,4382,2015-12-15 08:11:17,Colchester,GB,United Kingdom,86.12.241.243,51.8892,0.9042100000000001,England,+01:00,CO1 1LD
25703,A somewhat serious problem,In the next few years,Somewhat concerned,4381,2015-12-15 08:07:56,Maryland Heights,US,United States,71.14.180.167,38.7131,-90.4298,Missouri,-05:00,63043
25704,A somewhat serious problem,Not for many years,Not too concerned,4380,2015-12-15 07:55:58,Twinsburg,US,United States,107.9.187.178,41.3126,-81.4401,Ohio,-04:00,44087
25705,Not a problem,Never,Not at all concerned,4379,2015-12-15 07:55:00,Eden Prairie,US,United States,97.65.215.125,44.8547,-93.4708,Minnesota,-05:00,55343
25706,A very serious problem,Now,Somewhat concerned,4378,2015-12-15 07:43:51,Upper Holloway,GB,United Kingdom,78.149.124.246,51.5649,-0.13509000000000002,England,+01:00,N19 5TA
25707,A very serious problem,Now,Somewhat concerned,4377,2015-12-15 07:37:12,Arnhem,NL,Netherlands,193.173.28.33,51.98,5.91111,Gelderland,+02:00,6846
25708,A very serious problem,Now,Very concerned,4376,2015-12-15 06:46:17,Mandaluyong City,PH,Philippines,112.198.75.151,14.5832,121.041,Metro Manila,+08:00,1556
25709,A very serious problem,Not for many years,Somewhat concerned,4375,2015-12-15 06:33:57,Melbourne,AU,Australia,118.209.131.207,-37.814,144.963,Victoria,+11:00,8010
25710,A very serious problem,Now,Somewhat concerned,4374,2015-12-15 05:10:18,Beaverton,US,United States,71.63.171.99,45.4871,-122.804,Oregon,-07:00,97005
25711,Not a problem,Not for many years,Not at all concerned,4373,2015-12-15 04:56:47,Greenwood Village,US,United States,50.155.132.142,39.6172,-104.95100000000001,Colorado,-06:00,80110
25712,Not a problem,Never,Not at all concerned,4372,2015-12-15 04:50:39,Panama City Beach,US,United States,69.73.52.75,30.1766,-85.8055,Florida,-05:00,32401
25713,A very serious problem,Now,Not too concerned,4371,2015-12-15 04:00:57,Los Angeles,US,United States,108.70.173.92,34.0522,-118.244,California,-07:00,90001
25714,A very serious problem,Now,Very concerned,4370,2015-12-15 03:50:19,Aurora,US,United States,174.16.151.17,39.7294,-104.83200000000001,Colorado,-06:00,80010
25715,A very serious problem,Now,Very concerned,4369,2015-12-15 03:31:06,Yuma,US,United States,99.88.197.123,32.7253,-114.624,Arizona,-07:00,85364
25716,A very serious problem,Now,Very concerned,4368,2015-12-15 03:25:23,Long Beach,US,United States,71.165.178.35,33.766999999999996,-118.189,California,-07:00,90745
25717,A somewhat serious problem,Not for many years,Not at all concerned,4367,2015-12-15 03:23:31,Highland Park,US,United States,99.47.230.189,32.8335,-96.7919,Texas,-06:00,75205
25718,A somewhat serious problem,Not for many years,Not too concerned,4366,2015-12-15 03:11:40,Santa Monica,US,United States,24.56.241.81,34.0195,-118.491,California,-07:00,90401
25719,A very serious problem,Now,Very concerned,4365,2015-12-15 03:08:11,Westlake Village,US,United States,75.63.29.188,34.1458,-118.806,California,-07:00,91359
25720,A very serious problem,In the next few years,Not too concerned,4364,2015-12-15 02:45:29,Jokkmokk,SE,Sweden,95.199.138.144,66.6067,19.8232,Norrbottens Lan,+02:00,96299
25721,A very serious problem,Now,Somewhat concerned,4363,2015-12-15 02:37:25,Toronto,CA,Canada,104.254.90.34,43.6449,-79.3839,Ontario,-04:00,M5J 2N1
25722,A very serious problem,Now,Very concerned,4362,2015-12-15 02:29:52,Mansfield,US,United States,99.127.146.210,32.5632,-97.1417,Texas,-05:00,76063
25723,A very serious problem,Now,Very concerned,4361,2015-12-15 02:16:21,Cuyahoga Falls,US,United States,98.27.130.2,41.1339,-81.4846,Ohio,-04:00,44221
25724,A very serious problem,In the next few years,Somewhat concerned,4360,2015-12-15 02:05:24,Voorhees,US,United States,173.72.81.235,39.8519,-74.9614,New Jersey,-04:00,08043
25725,A not too serious problem,Not for many years,Not at all concerned,4359,2015-12-15 02:02:34,Brooklyn,US,United States,173.3.76.207,40.6501,-73.9496,New York,-04:00,11201
25726,A very serious problem,Now,Very concerned,4358,2015-12-15 01:52:42,Sherwood Park,CA,Canada,68.150.36.183,53.5168,-113.319,Alberta,-06:00,T8A 0A1
25727,A very serious problem,Now,Somewhat concerned,4357,2015-12-15 01:50:26,Tokoroa,NZ,New Zealand,118.92.34.15,-38.2333,175.86700000000002,Waikato,+13:00,3420
25728,A very serious problem,Now,Somewhat concerned,4356,2015-12-15 01:41:45,Newtown Square,US,United States,100.11.139.166,39.9903,-75.4039,Pennsylvania,-04:00,19073
25729,A very serious problem,Now,Very concerned,4355,2015-12-15 01:37:38,Salinas,US,United States,67.164.50.234,36.6777,-121.656,California,-07:00,93901
25730,A very serious problem,Now,Somewhat concerned,4354,2015-12-15 01:32:37,Hobart,AU,Australia,121.223.168.66,-42.8794,147.329,Tasmania,+11:00,7000
25731,A very serious problem,Now,Somewhat concerned,4353,2015-12-15 01:16:49,Deerfield,US,United States,76.23.247.56,42.5444,-72.6061,Massachusetts,-04:00,01342
25732,Not a problem,Never,Not at all concerned,4352,2015-12-15 01:13:41,Vida,US,United States,67.42.51.229,44.1331,-122.463,Oregon,-07:00,97488
25733,A somewhat serious problem,In the next few years,Somewhat concerned,4351,2015-12-15 01:04:16,Providence,US,United States,138.16.121.194,41.8239,-71.40100000000001,Rhode Island,-04:00,02912
25734,A very serious problem,Now,Somewhat concerned,4350,2015-12-15 01:00:02,San Jose,US,United States,71.192.204.49,37.3394,-121.895,California,-07:00,95101
25735,A very serious problem,Now,Somewhat concerned,4349,2015-12-15 00:51:00,Lexington,US,United States,98.31.19.93,37.9887,-84.4777,Kentucky,-04:00,40502
25736,A very serious problem,Now,Somewhat concerned,4348,2015-12-15 00:47:55,Saint-Laurent,CA,Canada,65.95.148.38,45.5001,-73.6658,Quebec,-04:00,H4K 1H9
25737,A very serious problem,Now,Very concerned,4347,2015-12-15 00:44:11,Green Bay,US,United States,99.92.199.21,44.5192,-88.0198,Wisconsin,-05:00,54115
25738,A very serious problem,Now,Very concerned,4346,2015-12-15 00:43:09,Harrisburg,US,United States,152.208.34.204,40.2737,-76.8844,Pennsylvania,-04:00,17101
25740,A very serious problem,Now,Very concerned,4345,2015-12-15 00:42:39,Harrisburg,US,United States,152.208.34.204,40.2737,-76.8844,Pennsylvania,-04:00,17101
25742,Not a problem,Never,Not at all concerned,4344,2015-12-15 00:38:20,Seattle,US,United States,66.87.138.224,47.6062,-122.33200000000001,Washington,-07:00,98101
25743,A very serious problem,Now,Very concerned,4343,2015-12-15 00:17:18,Portland,US,United States,24.22.22.3,45.5234,-122.676,Oregon,-07:00,97086
25744,A very serious problem,Now,Very concerned,4342,2015-12-15 00:14:29,Mount Laurel,US,United States,73.170.40.133,39.9478,-74.9117,New Jersey,-04:00,08054
25745,Not a problem,Not for many years,Not at all concerned,4341,2015-12-15 00:03:51,Bronx,US,United States,100.2.119.71,40.827,-73.8233,New York,-04:00,10451
25746,A somewhat serious problem,Now,Somewhat concerned,4340,2015-12-15 00:03:44,North York,CA,Canada,75.119.252.36,43.7668,-79.4163,Ontario,-04:00,M1L 4R9
25747,A very serious problem,Now,Very concerned,4337,2015-12-14 23:59:19,Modesto,US,United States,73.151.154.138,37.6391,-120.99700000000001,California,-07:00,95350
25748,A somewhat serious problem,Not for many years,Not at all concerned,4336,2015-12-14 23:56:09,Boise,US,United States,24.119.17.32,43.6135,-116.20299999999999,Idaho,-06:00,83601
25749,A very serious problem,Now,Very concerned,4335,2015-12-14 23:55:12,Cambridge,US,United States,71.233.47.39,42.3751,-71.1056,Massachusetts,-04:00,02138
25750,A very serious problem,Now,Very concerned,4334,2015-12-14 23:53:53,Benson,US,United States,66.188.160.73,45.315,-95.6,Minnesota,-05:00,56215
25751,A very serious problem,Now,Very concerned,4333,2015-12-14 23:52:42,Idaho Falls,US,United States,159.118.250.127,43.4666,-112.03399999999999,Idaho,-06:00,83401
25753,A very serious problem,Now,Very concerned,4252,2015-12-14 20:51:37,Idaho Falls,US,United States,159.118.250.127,43.4666,-112.03399999999999,Idaho,-06:00,83401
25755,A very serious problem,Now,Not too concerned,4332,2015-12-14 23:51:12,Adelaide,AU,Australia,130.220.181.93,-34.9287,138.599,South Australia,+10:30,5000
25756,A very serious problem,Now,Very concerned,4331,2015-12-14 23:48:51,Stillwater,US,United States,50.157.81.10,45.0564,-92.806,Minnesota,-05:00,55082
25757,A very serious problem,Now,Very concerned,4330,2015-12-14 23:39:55,Medford,US,United States,71.92.122.57,42.3265,-122.876,Oregon,-07:00,97501
25758,A very serious problem,Now,Very concerned,4329,2015-12-14 23:37:29,Phenix City,US,United States,45.18.100.9,32.471,-85.0008,Alabama,-05:00,36867
25759,A very serious problem,Now,Very concerned,4328,2015-12-14 23:32:01,Fairfax,US,United States,100.36.126.41,38.8462,-77.3064,Virginia,-04:00,20151
25760,A very serious problem,Now,Somewhat concerned,4327,2015-12-14 23:27:02,Mount Zion,US,United States,50.44.111.73,39.7714,-88.8742,Illinois,-05:00,62549
25761,A very serious problem,Now,Somewhat concerned,4326,2015-12-14 23:25:10,Little Rock,US,United States,166.137.118.109,34.7465,-92.2896,Arkansas,-05:00,72201
25762,A very serious problem,Now,Somewhat concerned,4325,2015-12-14 23:23:43,Barberton,US,United States,75.38.158.29,41.0128,-81.6051,Ohio,-04:00,44203
25763,Not a problem,Never,Not at all concerned,4324,2015-12-14 23:22:46,Spartanburg,US,United States,99.41.144.125,34.9496,-81.9321,South Carolina,-04:00,29301
25764,A very serious problem,Now,Very concerned,4323,2015-12-14 23:22:00,Davis,US,United States,73.41.83.61,38.5449,-121.741,California,-07:00,95616
25765,A somewhat serious problem,In the next few years,Not too concerned,4322,2015-12-14 23:20:55,Auckland,NZ,New Zealand,47.72.229.208,-36.8667,174.767,Auckland,+13:00,1010
25766,A not too serious problem,Not for many years,Not too concerned,4321,2015-12-14 23:16:25,Sacramento,US,United States,70.211.71.116,38.5816,-121.494,California,-07:00,94203
25767,A very serious problem,Now,Very concerned,4320,2015-12-14 23:12:58,Woodbury,US,United States,96.248.96.74,39.8382,-75.1527,New Jersey,-04:00,08096
25768,A somewhat serious problem,Now,Somewhat concerned,4319,2015-12-14 23:08:45,Kinderhook,US,United States,24.105.200.96,42.3954,-73.6979,New York,-04:00,12106
25769,A somewhat serious problem,In the next few years,Not too concerned,4318,2015-12-14 23:07:02,Tempe,US,United States,184.101.119.211,33.4148,-111.90899999999999,Arizona,-07:00,85280
25770,A not too serious problem,Not for many years,Not at all concerned,4316,2015-12-14 22:57:24,Mesa,US,United States,70.167.217.247,33.4223,-111.823,Arizona,-07:00,85201
25772,A not too serious problem,Not for many years,Not at all concerned,2954,2015-12-11 12:04:16,Mesa,US,United States,70.167.217.247,33.4223,-111.823,Arizona,-07:00,85201
25774,A somewhat serious problem,Not for many years,Somewhat concerned,4315,2015-12-14 22:45:15,Alafaya,US,United States,68.205.67.51,28.5641,-81.2114,Florida,-04:00,32816
25775,Not a problem,Never,Not at all concerned,4314,2015-12-14 22:43:36,Santo Domingo,DO,Dominican Republic,186.150.60.110,18.5001,-69.9886,Distrito Nacional,-04:00,10901
25776,A very serious problem,Now,Somewhat concerned,4313,2015-12-14 22:40:27,Northeastern Manitoulin and the Isl,CA,Canada,67.58.196.133,45.8001,-82.0998,Ontario,-04:00,P0P 1S0
25777,A very serious problem,Not for many years,Somewhat concerned,4312,2015-12-14 22:33:24,Northfield,US,United States,70.194.163.126,42.0998,-87.7809,Illinois,-05:00,60093
25778,Not a problem,Not for many years,Not at all concerned,4311,2015-12-14 22:27:12,Binghamton,US,United States,67.251.116.221,42.0987,-75.918,New York,-04:00,13901
25779,A very serious problem,Now,Very concerned,4310,2015-12-14 22:25:05,Woodland,US,United States,76.216.160.116,38.6785,-121.773,California,-07:00,95695
25780,A very serious problem,Now,Very concerned,4309,2015-12-14 22:23:24,Indio,US,United States,108.43.224.233,33.7206,-116.21600000000001,California,-07:00,92201
25781,A somewhat serious problem,Not for many years,Not too concerned,4308,2015-12-14 22:19:56,Scottsdale,US,United States,24.251.43.168,33.5092,-111.899,Arizona,-07:00,85250
25782,A very serious problem,Now,Very concerned,4307,2015-12-14 22:19:52,San Jose,US,United States,73.252.177.3,37.3394,-121.895,California,-07:00,95101
25783,A very serious problem,Now,Very concerned,4306,2015-12-14 22:17:29,Washington,US,United States,73.39.55.241,38.8951,-77.0364,District Of Columbia,-04:00,20001
25784,Not a problem,Never,Not at all concerned,4305,2015-12-14 22:04:08,Central Islip,US,United States,24.185.67.227,40.7906,-73.2018,New York,-04:00,11722
25785,A very serious problem,Now,Very concerned,4304,2015-12-14 22:01:54,Philadelphia,US,United States,38.98.231.61,39.9523,-75.1638,Pennsylvania,-04:00,19019
25786,A very serious problem,Not for many years,Very concerned,4303,2015-12-14 21:59:07,Burbank,US,United States,66.87.66.79,37.3233,-121.932,California,-07:00,91501
25787,A very serious problem,Now,Somewhat concerned,4302,2015-12-14 21:58:45,Oneonta,US,United States,107.77.76.82,42.4529,-75.0638,New York,-04:00,13820
25788,A very serious problem,Now,Somewhat concerned,4300,2015-12-14 21:57:11,Randolph,US,United States,148.74.146.135,40.8417,-74.5783,New Jersey,-04:00,-
25789,A somewhat serious problem,Now,Not too concerned,4299,2015-12-14 21:56:14,Chicago,US,United States,107.207.57.30,41.85,-87.65,Illinois,-05:00,60290
25790,A somewhat serious problem,Not for many years,Not at all concerned,4298,2015-12-14 21:47:59,Beverly,US,United States,71.174.35.201,42.5584,-70.8801,Massachusetts,-04:00,01915
25791,A not too serious problem,Not for many years,Not too concerned,4297,2015-12-14 21:36:29,Perris,US,United States,142.129.198.5,33.7825,-117.229,California,-07:00,92570
25792,Not a problem,Never,Not at all concerned,4296,2015-12-14 21:34:20,Oakdale,US,United States,70.197.203.147,44.963,-92.9649,Minnesota,-05:00,55042
25793,A not too serious problem,Not for many years,Not at all concerned,4295,2015-12-14 21:33:55,Maryville,US,United States,104.57.216.182,35.7565,-83.9705,Tennessee,-04:00,37801
25794,A very serious problem,Now,Very concerned,4294,2015-12-14 21:31:52,Cuyahoga Falls,US,United States,70.194.245.127,41.1339,-81.4846,Ohio,-04:00,44221
25795,Not a problem,Never,Not at all concerned,4293,2015-12-14 21:29:09,Wagoner,US,United States,98.22.94.93,35.9595,-95.3694,Oklahoma,-05:00,74467
25796,A very serious problem,In the next few years,Somewhat concerned,4292,2015-12-14 21:29:03,Richmond,CA,Canada,208.181.121.47,49.17,-123.137,British Columbia,-07:00,V6V 0A1
25797,A very serious problem,Now,Somewhat concerned,4291,2015-12-14 21:28:33,Valparaiso,US,United States,24.12.35.83,41.4731,-87.0611,Indiana,-05:00,46383
25798,A very serious problem,Now,Very concerned,4290,2015-12-14 21:26:35,Oshkosh,US,United States,65.25.253.119,44.0247,-88.5426,Wisconsin,-05:00,54901
25799,A very serious problem,Now,Very concerned,4289,2015-12-14 21:26:32,Broadalbin,US,United States,74.70.252.34,43.0587,-74.1965,New York,-04:00,12025
25800,A not too serious problem,Never,Not at all concerned,4288,2015-12-14 21:26:27,Oakdale,US,United States,67.4.195.194,44.963,-92.9649,Minnesota,-05:00,55042
25801,A very serious problem,Now,Not too concerned,4287,2015-12-14 21:26:09,Kansas City,US,United States,23.228.146.218,39.0997,-94.5786,Missouri,-05:00,64101
25802,A very serious problem,Now,Somewhat concerned,4286,2015-12-14 21:25:34,Falls Church,US,United States,173.73.163.105,38.8823,-77.1711,Virginia,-04:00,22040
25803,A very serious problem,Now,Very concerned,4285,2015-12-14 21:21:39,Paul Smiths,US,United States,71.164.109.200,44.4372,-74.2528,New York,-04:00,12970
25804,A very serious problem,Now,Somewhat concerned,4284,2015-12-14 21:16:32,Sorel-Tracy,CA,Canada,24.114.87.7,46.0334,-73.1159,Quebec,-04:00,J3P 0A1
25805,Not a problem,Not for many years,Not at all concerned,4283,2015-12-14 21:15:13,Madison,US,United States,73.47.227.246,41.2795,-72.5984,Connecticut,-04:00,06443
25806,Not a problem,Not for many years,Not at all concerned,4282,2015-12-14 21:10:16,Bacau,RO,Romania,92.81.203.119,46.5667,26.9,Bacau,+03:00,600550
25807,A not too serious problem,Not for many years,Not at all concerned,4281,2015-12-14 21:09:26,Ocean City,US,United States,108.11.38.141,39.2776,-74.5746,New Jersey,-04:00,08226
25808,A very serious problem,Now,Somewhat concerned,4280,2015-12-14 21:07:59,Rockville,US,United States,70.192.192.214,39.084,-77.1528,Maryland,-04:00,20847
25809,Not a problem,Not for many years,Not at all concerned,4279,2015-12-14 21:06:55,Arroyo Grande,US,United States,71.93.38.187,35.1186,-120.59100000000001,California,-07:00,93420
25810,Not a problem,Never,Not at all concerned,4278,2015-12-14 21:04:35,Audubon Park,US,United States,74.134.158.154,38.204,-85.7252,Kentucky,-04:00,40217
25811,A very serious problem,Now,Very concerned,4277,2015-12-14 21:03:43,Temecula,US,United States,64.172.224.134,33.4936,-117.148,California,-07:00,92589
25812,A very serious problem,Now,Very concerned,4276,2015-12-14 21:03:08,Tinley Park,US,United States,99.58.17.123,41.5734,-87.7845,Illinois,-05:00,60477
25813,Not a problem,Never,Not at all concerned,4275,2015-12-14 21:02:03,Pittsburgh,US,United States,73.214.248.191,40.4406,-79.9959,Pennsylvania,-04:00,15122
25814,Not a problem,Never,Not at all concerned,4274,2015-12-14 21:00:24,McKeesport,US,United States,108.17.78.92,40.3479,-79.8642,Pennsylvania,-04:00,15131
25815,A very serious problem,Now,Somewhat concerned,4273,2015-12-14 20:59:39,Woodland Hills,US,United States,71.189.124.132,34.1683,-118.605,California,-07:00,91302
25816,A very serious problem,Now,Very concerned,4272,2015-12-14 20:59:07,Andover,US,United States,108.7.236.245,42.6584,-71.137,Massachusetts,-04:00,01810
25817,A very serious problem,Now,Very concerned,4271,2015-12-14 20:58:35,Solon,US,United States,99.59.110.98,41.3898,-81.4412,Ohio,-04:00,44139
25818,A very serious problem,Now,Very concerned,4270,2015-12-14 20:57:31,Washington,US,United States,69.255.167.227,38.8951,-77.0364,District Of Columbia,-04:00,20001
25819,A very serious problem,In the next few years,Very concerned,4269,2015-12-14 20:56:32,Charlotte,US,United States,68.95.101.161,35.2271,-80.8431,North Carolina,-04:00,28201
25820,A very serious problem,Now,Very concerned,4268,2015-12-14 20:56:27,Salinas,US,United States,70.214.10.22,36.6777,-121.656,California,-07:00,93901
25822,A very serious problem,In the next few years,Somewhat concerned,4264,2015-12-14 20:55:29,Salinas,US,United States,70.214.10.22,36.6777,-121.656,California,-07:00,93901
25824,A very serious problem,Now,Very concerned,4267,2015-12-14 20:56:02,Manhattan,US,United States,108.6.210.197,40.7834,-73.9662,New York,-04:00,10001
25825,A not too serious problem,Never,Not at all concerned,4266,2015-12-14 20:55:37,Marion,US,United States,50.177.160.222,41.7001,-70.7628,Massachusetts,-04:00,02738
25826,A very serious problem,Now,Somewhat concerned,4265,2015-12-14 20:55:31,Portland,US,United States,50.196.0.189,45.5234,-122.676,Oregon,-07:00,97086
25827,A very serious problem,Now,Somewhat concerned,4263,2015-12-14 20:54:55,Elmhurst,US,United States,45.31.93.33,41.8995,-87.9403,Illinois,-05:00,60126
25828,A very serious problem,Now,Somewhat concerned,4261,2015-12-14 20:53:56,San Luis Obispo,US,United States,72.29.166.174,35.2609,-120.654,California,-07:00,93401
25829,A very serious problem,Now,Somewhat concerned,4260,2015-12-14 20:53:52,Florence,US,United States,63.157.105.226,46.6372,-114.081,Montana,-06:00,59833
25830,A very serious problem,Now,Somewhat concerned,4259,2015-12-14 20:53:21,Fargo,US,United States,134.129.20.1,46.9125,-96.7934,North Dakota,-05:00,58105
25831,A very serious problem,Now,Very concerned,4258,2015-12-14 20:52:58,Glendale,US,United States,216.4.56.170,33.5387,-112.186,Arizona,-07:00,85301
25833,A very serious problem,Now,Very concerned,4253,2015-12-14 20:51:37,Glendale,US,United States,216.4.56.170,33.5387,-112.186,Arizona,-07:00,85301
25835,A very serious problem,Now,Very concerned,4257,2015-12-14 20:52:46,Yverdon-les-Bains,CH,Switzerland,188.60.90.238,46.7785,6.64115,Vaud,+02:00,1400
25836,A very serious problem,Now,Very concerned,4256,2015-12-14 20:52:41,Rockville,US,United States,108.48.117.137,39.084,-77.1528,Maryland,-04:00,20847
25837,A very serious problem,Now,Very concerned,4255,2015-12-14 20:51:52,Alachua,US,United States,70.171.48.68,29.7516,-82.4248,Florida,-04:00,32615
25838,A very serious problem,Now,Very concerned,4254,2015-12-14 20:51:51,Hicksville,US,United States,174.44.2.20,40.7641,-73.51899999999999,New York,-04:00,11801
25839,A very serious problem,Now,Somewhat concerned,4251,2015-12-14 20:51:26,Sebastian,US,United States,108.244.134.46,27.8164,-80.4706,Florida,-04:00,32958
25840,A very serious problem,Now,Somewhat concerned,4250,2015-12-14 20:51:21,Antioch,US,United States,69.137.94.40,36.0402,-86.6385,Tennessee,-04:00,37011
25841,A very serious problem,Now,Very concerned,4249,2015-12-14 20:51:19,Sunol,US,United States,130.65.254.7,37.5944,-121.889,California,-07:00,94586
25842,Not a problem,Never,Not at all concerned,4248,2015-12-14 20:51:18,Kansas City,US,United States,66.87.75.49,39.0997,-94.5786,Missouri,-05:00,64101
25843,A very serious problem,Now,Very concerned,4247,2015-12-14 20:51:17,Laval,CA,Canada,96.20.126.39,45.57,-73.692,Quebec,-04:00,H7A 0A1
25844,A very serious problem,In the next few years,Very concerned,4246,2015-12-14 20:49:25,Sarasota,US,United States,71.99.48.100,27.3364,-82.5306,Florida,-04:00,34230
25845,A very serious problem,Now,Very concerned,4245,2015-12-14 20:33:16,Manassas,US,United States,207.244.72.201,38.7999,-77.5443,Virginia,-04:00,20109
25846,A somewhat serious problem,Not for many years,Not too concerned,4244,2015-12-14 20:32:23,Zagreb,HR,Croatia,109.60.15.46,45.8144,15.978,Grad Zagreb,+02:00,10000
25847,A very serious problem,Now,Not too concerned,4243,2015-12-14 20:28:50,Saint-Jean-sur-Richelieu,CA,Canada,70.83.232.11,45.3168,-73.2659,Quebec,-04:00,J0J 1R0
25848,A very serious problem,Now,Somewhat concerned,4242,2015-12-14 20:20:58,Grandview Heights,US,United States,140.254.59.161,39.9798,-83.0407,Ohio,-04:00,43212
25849,A very serious problem,In the next few years,Somewhat concerned,4241,2015-12-14 20:14:25,Cypress,US,United States,97.93.52.233,33.817,-118.037,California,-07:00,90630
25850,A very serious problem,Now,Not too concerned,4240,2015-12-14 20:10:52,Washington,US,United States,73.250.67.147,38.8951,-77.0364,District Of Columbia,-04:00,20001
25851,A very serious problem,Now,Not too concerned,4239,2015-12-14 20:07:35,San Francisco,US,United States,74.93.12.253,37.7749,-122.419,California,-07:00,94102
25852,A very serious problem,Now,Somewhat concerned,4238,2015-12-14 20:05:18,Chico,US,United States,73.41.121.173,39.7285,-121.837,California,-07:00,95926
25853,Not a problem,Not for many years,Not too concerned,4237,2015-12-14 19:53:32,New York City,US,United States,67.83.195.71,40.7143,-74.006,New York,-04:00,10116
25854,A somewhat serious problem,Now,Not too concerned,4236,2015-12-14 19:51:37,Scottsdale,US,United States,8.31.246.238,33.5092,-111.899,Arizona,-07:00,85250
25855,A somewhat serious problem,Now,Not too concerned,4235,2015-12-14 19:43:25,New York City,US,United States,216.165.51.69,40.7313,-73.9901,New York,-04:00,10003
25857,A somewhat serious problem,Now,Not too concerned,714,2015-12-10 13:51:05,New York City,US,United States,216.165.51.69,40.7313,-73.9901,New York,-04:00,10003
25859,A very serious problem,Now,Somewhat concerned,4234,2015-12-14 19:40:56,Madison,US,United States,68.99.194.119,43.0731,-89.4012,Wisconsin,-05:00,53562
25860,A very serious problem,Now,Somewhat concerned,4233,2015-12-14 19:39:17,Bennington,US,United States,97.121.121.95,41.3647,-96.1578,Nebraska,-05:00,68007
25861,A very serious problem,Now,Somewhat concerned,4232,2015-12-14 19:38:48,Funchal,PT,Portugal,95.172.186.125,32.6333,-16.9,Madeira,+01:00,9000-09
25862,Not a problem,Never,Not at all concerned,4230,2015-12-14 19:36:13,Garson,CA,Canada,69.60.241.121,46.5142,-80.9441,Ontario,-04:00,P3A 3T7
25863,A very serious problem,Now,Somewhat concerned,4229,2015-12-14 19:34:21,Saint Paul,US,United States,204.169.64.28,44.9444,-93.0933,Minnesota,-05:00,55101
25864,A very serious problem,Not for many years,Very concerned,4228,2015-12-14 19:32:18,Garden City,US,United States,24.188.113.63,40.7268,-73.6343,New York,-04:00,11530
25865,A not too serious problem,In the next few years,Not too concerned,4227,2015-12-14 19:30:54,Wilmington,US,United States,66.56.194.106,34.2257,-77.9447,North Carolina,-04:00,28401
25866,A very serious problem,Now,Very concerned,4226,2015-12-14 19:26:28,Barling,US,United States,70.178.90.27,35.3256,-94.3016,Arkansas,-05:00,72923
25867,A very serious problem,Now,Not at all concerned,4225,2015-12-14 19:23:14,Sun Prairie,US,United States,208.73.95.39,43.1921,-89.2195,Wisconsin,-05:00,53590
